Entry	Protein names	Length	Subcellular location [CC]	mark
Q5T4F7	Secreted frizzled-related protein 5 (sFRP-5) (Frizzled-related protein 1b) (FRP-1b) (Secreted apoptosis-related protein 3) (SARP-3)	317	Secreted {ECO:0000250}.	1
Q5T4W7	Artemin (Enovin) (Neublastin)	220	Secreted {ECO:0000250}.	1
Q5T7M4	Adipolin (Adipose-derived insulin-sensitizing factor) (C1q and TNF related protein 12) (Complement C1q tumor necrosis factor-related protein 12) [Cleaved into: Adipolin fC1QTNF12 (Adipolin fCTRP12) (Adipolin full-length form); Adipolin gC1QTNF12 (Adipolin cleaved form) (Adipolin gCTRP12)]	302	[Adipolin fC1QTNF12]: Secreted {ECO:0000269|PubMed:22275362}.; [Adipolin gC1QTNF12]: Secreted {ECO:0000269|PubMed:22275362}. Note=In sera is the predominant form. {ECO:0000269|PubMed:22275362}.	1
Q5TIE3	von Willebrand factor A domain-containing protein 5B1	1220	Secreted {ECO:0000305}.	1
Q5VTL7	Fibronectin type III domain-containing protein 7	733	Secreted {ECO:0000305}.	1
Q5VWW1	Complement C1q-like protein 3 (C1q and tumor necrosis factor-related protein 13) (C1q/TNF-related protein 13)	255	Secreted {ECO:0000250}.	1
Q5VXI9	Lipase member N (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 4)	398	Secreted {ECO:0000305}.	1
Q5VXJ0	Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)	399	Secreted {ECO:0000305}.	1
Q5VXM1	CUB domain-containing protein 2	449	Secreted {ECO:0000305}.	1
Q5VYX0	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C)	342	Secreted {ECO:0000269|PubMed:15841207}.	1
Q5VYY2	Lipase member M (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 3)	423	Secreted {ECO:0000305}.	1
Q5W186	Cystatin-9 (Cystatin-like molecule)	159	Secreted {ECO:0000269|PubMed:12535658}. Note=May be targeted through the Golgi via the secretory pathway. {ECO:0000269|PubMed:12535658}.	1
Q5XG92	Carboxylesterase 4A (EC 3.1.1.-)	561	Secreted {ECO:0000305}.	1
Q63HQ2	"Pikachurin (Agrin-like protein) (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)"	1017	"Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q4VBE4}. Cell junction, synapse, synaptic cleft {ECO:0000250|UniProtKB:Q4VBE4}. Cell junction, synapse, presynaptic active zone {ECO:0000250|UniProtKB:Q4VBE4}. Note=Detected in the synaptic cleft of the ribbon synapse around the postsynaptic terminals of bipolar cells. Colocalizes with BSN, CTBP2 and DAG1 in photoreceptor synaptic terminals. {ECO:0000250|UniProtKB:Q4VBE4}."	1
Q641Q3	Meteorin-like protein (Subfatin)	311	Secreted {ECO:0000250}.	1
Q66K79	Carboxypeptidase Z (CPZ) (EC 3.4.17.-)	652	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:10671522}."	1
Q68BL7	Olfactomedin-like protein 2A (Photomedin-1)	652	Secreted {ECO:0000250|UniProtKB:Q8BHP7}. Note=Localizes to the podocyte major processes. Colocalized with the major process protein VIM throughout podocyte development. {ECO:0000269|PubMed:22913984}.	1
Q68BL8	Olfactomedin-like protein 2B (Photomedin-2)	750	Secreted {ECO:0000250}.	1
Q6B9Z1	Insulin growth factor-like family member 4	124	Secreted {ECO:0000305}.	1
Q6E0U4	Dermokine (Epidermis-specific secreted protein SK30/SK89)	476	Secreted {ECO:0000269|PubMed:15234001}.	1
Q6EBC2	Interleukin-31 (IL-31)	164	Secreted {ECO:0000305}.	1
Q6FHJ7	"Secreted frizzled-related protein 4 (sFRP-4) (Frizzled protein, human endometrium) (FrpHE)"	346	Secreted {ECO:0000269|PubMed:19480240}. Note=Cytoplasmic in ovarian tumor cells.	1
Q6GTS8	N-fatty-acyl-amino acid synthase/hydrolase PM20D1 (EC 3.5.1.114) (EC 3.5.1.14) (Peptidase M20 domain-containing protein 1)	502	Secreted {ECO:0000250|UniProtKB:Q8C165}.	1
Q6H9L7	Isthmin-2 (Thrombospondin and AMOP domain-containing isthmin-like protein 1) (Thrombospondin type-1 domain-containing protein 3)	571	Secreted {ECO:0000305}.	1
Q6IE36	Ovostatin homolog 2	1432	Secreted {ECO:0000250}.	1
Q6IE37	Ovostatin homolog 1	1185	Secreted {ECO:0000250}.	1
Q6JVE5	Epididymal-specific lipocalin-12	192	Secreted {ECO:0000305}.	1
Q6JVE6	Epididymal-specific lipocalin-10	187	Secreted {ECO:0000305}.	1
Q6JVE9	Epididymal-specific lipocalin-8	175	Secreted {ECO:0000250}.	1
Q6KF10	Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16)	455	Secreted {ECO:0000269|PubMed:23307924}.	1
Q6MZM9	Proline-rich protein 27	219	Secreted {ECO:0000305}.	1
Q6MZW2	Follistatin-related protein 4 (Follistatin-like protein 4)	842	Secreted {ECO:0000305}.	1
Q6NSX1	Coiled-coil domain-containing protein 70	233	Secreted {ECO:0000305}.	1
Q6NT32	Carboxylesterase 5A (EC 3.1.1.1) (Carboxylesterase-like urinary excreted protein homolog) (Cauxin)	575	Secreted {ECO:0000250}.	1
Q6NUI6	Chondroadherin-like protein	762	"Secreted {ECO:0000269|PubMed:25451920}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:E9Q7T7}."	1
Q6NUJ1	Proactivator polypeptide-like 1 [Cleaved into: Saposin A-like; Saposin B-Val-like; Saposin B-like; Saposin C-like; Saposin D-like]	521	Secreted {ECO:0000305}.	1
Q6P0A1	Protein FAM180B	183	Secreted {ECO:0000305}.	1
Q6P5S2	Protein LEG1 homolog	330	"Secreted {ECO:0000250|UniProtKB:A5PF61, ECO:0000250|UniProtKB:Q4QRF7}."	1
Q6P988	Palmitoleoyl-protein carboxylesterase NOTUM (EC 3.1.1.98) (hNOTUM)	496	Secreted {ECO:0000250|UniProtKB:Q9VUX3}.	1
Q6PEW0	Inactive serine protease 54 (Cancer/testis antigen 67) (CT67) (Plasma kallikrein-like protein 4)	395	Secreted {ECO:0000305}.	1
Q6PEZ8	Podocan-like protein 1	512	"Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q6P3Y9}."	1
Q6PKH6	Dehydrogenase/reductase SDR family member 4-like 2 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 3)	230	Secreted {ECO:0000305}.	1
Q6Q788	Apolipoprotein A-V (Apo-AV) (ApoA-V) (Apolipoprotein A5) (Regeneration-associated protein 3)	366	"Secreted {ECO:0000269|PubMed:12810715}. Early endosome {ECO:0000269|PubMed:18603531}. Late endosome {ECO:0000269|PubMed:18603531}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:18603531}. Note=In the presence of SORL1, internalized to early endosomes, sorted in a retrograde fashion to late endosomes, from which a portion is sent to lysosomes and degradation, another portion is sorted to the trans-Golgi network. {ECO:0000269|PubMed:18603531}."	1
Q6SPF0	Atherin (Sterile alpha motif domain-containing protein 1) (SAM domain-containing protein 1)	538	Cytoplasm {ECO:0000269|PubMed:16159594}. Secreted {ECO:0000269|PubMed:16159594}.	1
Q6URK8	"Testis, prostate and placenta-expressed protein"	271	Secreted {ECO:0000305}.	1
Q6UW01	Cerebellin-3	205	"Endoplasmic reticulum {ECO:0000250}. Golgi apparatus, cis-Golgi network {ECO:0000250}. Secreted {ECO:0000250}. Cell junction, synapse {ECO:0000250}. Note=In the absence of CBLN1, remains in the endoplasmic reticulum/cis-Golgi apparatus. Partial secretion depends on an association with CBLN1 and maybe CBLN4, but not on CBLN2 (By similarity). {ECO:0000250}."	1
Q6UW15	Regenerating islet-derived protein 3-gamma (REG-3-gamma) (Pancreatitis-associated protein 1B) (PAP-1B) (Pancreatitis-associated protein IB) (PAP IB) (Regenerating islet-derived protein III-gamma) (REG III) (Reg III-gamma) [Cleaved into: Regenerating islet-derived protein 3-gamma 16.5 kDa form; Regenerating islet-derived protein 3-gamma 15 kDa form]	175	Secreted. Cytoplasm {ECO:0000250}.	1
Q6UW32	Insulin growth factor-like family member 1	110	"Secreted {ECO:0000269|PubMed:16890402, ECO:0000269|PubMed:21454693}."	1
Q6UWF7	NXPE family member 4 (Protein FAM55D)	544	Secreted {ECO:0000305}.	1
Q6UWF9	Protein FAM180A	173	Secreted {ECO:0000305}.	1
Q6UWP2	Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1)	260	Secreted {ECO:0000305}.	1
Q6UWP8	Suprabasin	590	Secreted {ECO:0000250}.	1
Q6UWQ5	Lysozyme-like protein 1 (EC 3.2.1.17)	148	Secreted {ECO:0000305}.	1
Q6UWQ7	Insulin growth factor-like family member 2	119	Secreted {ECO:0000305}.	1
Q6UWU2	Beta-galactosidase-1-like protein (EC 3.2.1.-)	654	Secreted {ECO:0000305}.	1
Q6UWW0	Lipocalin-15	184	Secreted {ECO:0000305}.	1
Q6UWX4	HHIP-like protein 2	724	Secreted {ECO:0000305}.	1
Q6UWY0	Arylsulfatase K (ASK) (EC 3.1.6.-) (Telethon sulfatase)	536	Secreted {ECO:0000305}.	1
Q6UWY2	Serine protease 57 (EC 3.4.21.-) (Neutrophil serine protease 4) (NSP4) (Serine protease 1-like protein 1)	283	"Cytoplasmic granule lumen {ECO:0000269|PubMed:22474388, ECO:0000269|PubMed:23904161}. Secreted {ECO:0000269|PubMed:22474388, ECO:0000269|PubMed:23904161}. Note=Stored in cytoplasmic granules and secreted as active enzyme in response to stimulation of neutrophils. {ECO:0000269|PubMed:22474388}."	1
Q6UWY5	Olfactomedin-like protein 1	402	Secreted {ECO:0000269|PubMed:18708057}.	1
Q6UX07	Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5)	377	Secreted {ECO:0000305}.	1
Q6UX39	Amelotin	209	Secreted {ECO:0000250|UniProtKB:Q9D3J8}.	1
Q6UX46	ALK and LTK ligand 2 (Augmentor alpha) (AUG-alpha) (Protein FAM150B)	152	Secreted {ECO:0000305}.	1
Q6UX52	Protein IL-40 (Interleukin-40) (IL-40)	265	Secreted {ECO:0000269|PubMed:28978694}.	1
Q6UX73	UPF0764 protein C16orf89	402	Secreted {ECO:0000269|PubMed:20578903}.	1
Q6UXB1	Insulin growth factor-like family member 3	125	Secreted {ECO:0000305}.	1
Q6UXB2	C-X-C motif chemokine 17 (6-Cys CXCL17) (Dendritic cell and monocyte chemokine-like protein) (DMC) (VEGF coregulated chemokine 1) [Cleaved into: 4-Cys CXCL17]	119	Secreted {ECO:0000269|PubMed:23115081}.	1
Q6UXB8	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364)	463	"Secreted {ECO:0000269|PubMed:15344909, ECO:0000269|PubMed:17062675, ECO:0000269|PubMed:22171320}."	1
Q6UXF7	C-type lectin domain family 18 member B (Mannose receptor-like protein 1)	455	Secreted {ECO:0000250|UniProtKB:A5D8T8}. Endoplasmic reticulum {ECO:0000305|PubMed:26170455}. Golgi apparatus {ECO:0000305|PubMed:26170455}. Endosome {ECO:0000305|PubMed:26170455}.	1
Q6UXH0	Angiopoietin-like protein 8 (Betatrophin) (Lipasin) (Refeeding-induced fat and liver protein)	198	Secreted {ECO:0000269|PubMed:23150577}.	1
Q6UXH8	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein homolog)	406	Secreted {ECO:0000305}.	1
Q6UXH9	Inactive serine protease PAMR1 (Peptidase domain-containing protein associated with muscle regeneration 1) (Regeneration-associated muscle protease homolog)	720	Secreted {ECO:0000305}.	1
Q6UXI7	Vitrin	678	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q6UXI9	Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain) (Protein EGFL6-like)	565	"Secreted, extracellular space, extracellular matrix {ECO:0000250}. Note=Trapped on the cell surface or in the extracellular matrix. {ECO:0000250}."	1
Q6UXN2	Trem-like transcript 4 protein (TLT-4) (Triggering receptor expressed on myeloid cells-like protein 4)	200	Secreted {ECO:0000305|PubMed:24975946}.	1
Q6UXS0	C-type lectin domain family 19 member A	136	Secreted {ECO:0000305}.	1
Q6UXT8	ALK and LTK ligand 1 (Augmentor beta) (AUG-beta) (Protein FAM150A)	129	Secreted {ECO:0000305}.	1
Q6UXT9	Protein ABHD15 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 15) (Abhydrolase domain-containing protein 15)	468	Secreted {ECO:0000305}.	1
Q6UXX5	Inter-alpha-trypsin inhibitor heavy chain H6 (Inter-alpha-trypsin inhibitor heavy chain H5-like protein) (Inter-alpha inhibitor H5-like protein)	1313	Secreted {ECO:0000250}.	1
Q6UXX9	R-spondin-2 (Roof plate-specific spondin-2) (hRspo2)	243	Secreted {ECO:0000250|UniProtKB:Q8BFU0}.	1
Q6UY14	ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1)	1074	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:21989719}. Note=Colocalizes with FMN1 microfibrils in the eye ECM."	1
Q6UY27	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)	113	Secreted {ECO:0000305}.	1
Q6WN34	Chordin-like protein 2 (Breast tumor novel factor 1) (BNF-1) (Chordin-related protein 2)	429	[Isoform 1]: Secreted {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000305}.; [Isoform 3]: Cytoplasm {ECO:0000305}.; [Isoform 4]: Cytoplasm {ECO:0000305}.; [Isoform 5]: Cytoplasm {ECO:0000305}.	1
Q6WRI0	Immunoglobulin superfamily member 10 (IgSF10) (Calvaria mechanical force protein 608) (CMF608)	2623	Secreted {ECO:0000269|PubMed:27137492}.	1
Q6X4U4	Sclerostin domain-containing protein 1 (Ectodermal BMP inhibitor) (Ectodin) (Uterine sensitization-associated gene 1 protein) (USAG-1)	206	Secreted {ECO:0000269|PubMed:15020244}.	1
Q6X784	Zona pellucida-binding protein 2 (ZPBP-like protein)	338	"Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q6X786}. Secreted {ECO:0000305}. Note=Released after the acrosomal reaction. {ECO:0000250|UniProtKB:Q6X786}."	1
Q6ZMJ4	Interleukin-34 (IL-34)	242	Secreted {ECO:0000269|PubMed:18467591}.	1
Q6ZMM2	ADAMTS-like protein 5 (ADAMTSL-5) (Thrombospondin type-1 domain-containing protein 6)	481	"Secreted {ECO:0000269|PubMed:23010571}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:23010571}. Note=Colocalized with fibrillin microfibrils. Predominantly distributed in baso-lateral regions of fibroblast extracellular matrix."	1
Q6ZMP0	Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6)	1018	"Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q3UTY6}."	1
Q6ZNF0	Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)	438	Secreted {ECO:0000305}.	1
Q6ZWJ8	Kielin/chordin-like protein (Cysteine-rich BMP regulator 2) (Cysteine-rich motor neuron 2 protein) (CRIM-2) (Kielin/chordin-like protein 1) (KCP-1)	1568	Secreted {ECO:0000250}.	1
Q75N90	Fibrillin-3 [Cleaved into: Fibrillin-3 C-terminal peptide]	2809	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:14962672}."	1
Q765I0	Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein)	119	Secreted {ECO:0000250}.	1
Q76B58	BMP/retinoic acid-inducible neural-specific protein 3 (DBCCR1-like protein 1)	766	Secreted {ECO:0000305}. Mitochondrion {ECO:0000250}.	1
Q76LX8	A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)	1427	Secreted {ECO:0000269|PubMed:12791682}. Note=Secretion enhanced by O-fucosylation of TSP type-1 repeats.	1
Q76M96	Coiled-coil domain-containing protein 80 (Down-regulated by oncogenes protein 1) (Up-regulated in BRS-3 deficient mouse homolog)	950	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q7L8A9	Tubulinyl-Tyr carboxypeptidase 1 (EC 3.4.17.17) (Tubulin carboxypeptidase 1) (Tyrosine carboxypeptidase 1) (TTCP 1) (Vasohibin-1)	365	"Cytoplasm {ECO:0000269|PubMed:15467828, ECO:0000269|PubMed:27879017}. Secreted {ECO:0000269|PubMed:15467828, ECO:0000269|PubMed:16707096, ECO:0000269|PubMed:20736312, ECO:0000269|PubMed:27879017}. Note=Mainly localizes in the cytoplasm (PubMed:27879017). Some fraction is secreted via a non-canonical secretion system; interaction with SVBP promotes secretion (PubMed:27879017). {ECO:0000269|PubMed:27879017}."	1
Q7RTY5	Serine protease 48 (EC 3.4.21.-) (Epidermis-specific serine protease-like protein)	328	Secreted {ECO:0000305}.	1
Q7RTY7	Ovochymase-1 (EC 3.4.21.-)	1134	Secreted {ECO:0000250}.	1
Q7RTZ1	Ovochymase-2 (EC 3.4.21.-) (Oviductin)	564	Secreted {ECO:0000250}.	1
Q7Z304	MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan)	686	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q7Z3S9	Notch homolog 2 N-terminal-like protein A (Notch homolog 2 N-terminal-like protein)	236	"Secreted {ECO:0000269|PubMed:14673143, ECO:0000269|PubMed:29856954}. Cytoplasm {ECO:0000269|PubMed:14673143}."	1
Q7Z4P5	Growth/differentiation factor 7 (GDF-7)	450	Secreted {ECO:0000250}.	1
Q7Z4R8	UPF0669 protein C6orf120	191	Secreted {ECO:0000269|PubMed:22340178}. Note=Secreted by hepatocytes.	1
Q7Z4W2	Lysozyme-like protein 2 (Lysozyme-2) (EC 3.2.1.17)	148	Secreted {ECO:0000305}.	1
Q7Z5A7	Chemokine-like protein TAFA-5	132	"Secreted {ECO:0000269|PubMed:15028294, ECO:0000269|PubMed:29453251}."	1
Q7Z5A8	Chemokine-like protein TAFA-3	133	"Secreted {ECO:0000269|PubMed:15028294, ECO:0000269|PubMed:25595455}."	1
Q7Z5A9	Chemokine-like protein TAFA-1	133	Secreted {ECO:0000269|PubMed:15028294}.	1
Q7Z5J1	Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3) (Short chain dehydrogenase/reductase family 26C member 2) (Short-chain dehydrogenase/reductase 10)	315	Secreted {ECO:0000305}.	1
Q7Z5L0	Vitelline membrane outer layer protein 1 homolog	202	Secreted {ECO:0000305}.	1
Q7Z5L3	Complement C1q-like protein 2 (C1q and tumor necrosis factor-related protein 10) (C1q/TNF-related protein 10)	287	Secreted {ECO:0000250}.	1
Q7Z5L7	Podocan	613	"[Isoform 1]: Secreted, extracellular space, extracellular matrix.; [Isoform 2]: Cytoplasm {ECO:0000305}.; [Isoform 3]: Cytoplasm {ECO:0000305}.; [Isoform 4]: Cytoplasm {ECO:0000305}."	1
Q7Z5P9	Mucin-19 (MUC-19)	8384	Secreted {ECO:0000305}.	1
Q7Z5Y6	Bone morphogenetic protein 8A (BMP-8A)	402	Secreted {ECO:0000305}.	1
Q7Z7G0	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	1075	Secreted {ECO:0000305}.	1
Q86SG7	Lysozyme g-like protein 2 (EC 3.2.1.-)	212	Secreted {ECO:0000305}.	1
Q86SI9	Protein CEI (Coordinated expression to IRXA2 protein)	138	Secreted {ECO:0000305}.	1
Q86TE4	Leucine zipper protein 2	346	Secreted {ECO:0000305}.	1
Q86TH1	ADAMTS-like protein 2 (ADAMTSL-2)	951	Secreted {ECO:0000305}.	1
Q86TW2	AarF domain-containing protein kinase 1 (EC 2.7.-.-)	530	Secreted {ECO:0000305}.	1
Q86U17	Serpin A11	422	Secreted {ECO:0000305}.	1
Q86UU9	Tachykinin-4 (Preprotachykinin-C) (PPT-C) [Cleaved into: Endokinin-A (EKA); Endokinin-A/B (EKA/B); Endokinin-C (EKC)]	113	Secreted {ECO:0000305}.	1
Q86UW8	Hyaluronan and proteoglycan link protein 4 (Brain link protein 2)	402	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q86UX2	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)	942	Secreted {ECO:0000250}.	1
Q86V25	Tubulinyl-Tyr carboxypeptidase 2 (EC 3.4.17.17) (Vasohibin-2) (Vasohibin-like protein)	355	"Cytoplasm {ECO:0000269|PubMed:19204325}. Secreted {ECO:0000269|PubMed:20736312}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:31235911}. Note=Mainly localizes in the cytoplasm (PubMed:19204325). Some fraction is secreted via a non-canonical secretion system; interaction with SVBP promotes secretion (PubMed:20736312). Associates with microtubules (PubMed:31235911). {ECO:0000269|PubMed:19204325, ECO:0000269|PubMed:20736312, ECO:0000269|PubMed:31235911}."	1
Q86VR8	Four-jointed box protein 1 (Four-jointed protein homolog)	437	Secreted {ECO:0000250}.	1
Q86WN2	Interferon epsilon (IFN-epsilon) (Interferon epsilon-1)	208	Secreted {ECO:0000305}.	1
Q86WS3	Oocyte-secreted protein 2 (Placenta-specific 1-like protein) (Protein TMEM122)	158	Secreted {ECO:0000305}.	1
Q86XS5	Angiopoietin-related protein 5 (Angiopoietin-like protein 5)	388	Secreted {ECO:0000305}.	1
Q86Y29	B melanoma antigen 3 (Cancer/testis antigen 2.3) (CT2.3)	109	Secreted {ECO:0000305}.	1
Q86Y30	B melanoma antigen 2 (Cancer/testis antigen 2.2) (CT2.2)	109	Secreted {ECO:0000305}.	1
Q86Z23	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)	238	Secreted {ECO:0000250}.	1
Q8IUH2	Protein CREG2 (Cellular repressor of E1A-stimulated genes 2)	290	Secreted {ECO:0000269|PubMed:12408961}.	1
Q8IUK8	Cerebellin-2	224	Secreted {ECO:0000250|UniProtKB:Q8BGU2}.	1
Q8IUL8	Cartilage intermediate layer protein 2 (CILP-2) [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2]	1156	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:21880736}."	1
Q8IVN8	Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin)	264	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}."	1
Q8IW75	Serpin A12 (OL-64) (Visceral adipose tissue-derived serine protease inhibitor) (Vaspin) (Visceral adipose-specific serpin)	414	Secreted {ECO:0000305|PubMed:28668641}.	1
Q8IW92	Beta-galactosidase-1-like protein 2 (EC 3.2.1.-)	636	Secreted {ECO:0000305}.	1
Q8IX30	"Signal peptide, CUB and EGF-like domain-containing protein 3"	993	Secreted {ECO:0000269|PubMed:15234972}. Cell surface {ECO:0000269|PubMed:15234972}.	1
Q8IXL6	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	584	Secreted {ECO:0000269|PubMed:26091039}. Golgi apparatus {ECO:0000250|UniProtKB:Q5MJS3}.	1
Q8IYD9	Lung adenoma susceptibility protein 2	372	Secreted {ECO:0000305}.	1
Q8IYP2	Serine protease 58 (EC 3.4.21.4) (Trypsin-X3)	241	Secreted {ECO:0000305}.	1
Q8IZC6	Collagen alpha-1(XXVII) chain	1860	"Secreted, extracellular space, extracellular matrix. Note=Found on some small banded collagen fibrils and meshworks. {ECO:0000250}."	1
Q8IZI9	Interferon lambda-3 (IFN-lambda-3) (Cytokine Zcyto22) (Interleukin-28B) (IL-28B) (Interleukin-28C) (IL-28C)	196	Secreted {ECO:0000269|PubMed:12483210}.	1
Q8IZJ0	Interferon lambda-2 (IFN-lambda-2) (Cytokine Zcyto20) (Interleukin-28A) (IL-28A)	200	Secreted {ECO:0000269|PubMed:12483210}.	1
Q8N0V4	Leucine-rich repeat LGI family member 2 (LGI1-like protein 2) (Leucine-rich glioma-inactivated protein 2)	545	Secreted {ECO:0000305}.	1
Q8N119	Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-)	569	Secreted {ECO:0000305}.	1
Q8N129	Protein canopy homolog 4	248	Secreted {ECO:0000305}.	1
Q8N135	Leucine-rich repeat LGI family member 4 (LGI1-like protein 3) (Leucine-rich glioma-inactivated protein 4)	537	Secreted {ECO:0000305}.	1
Q8N1E2	Lysozyme g-like protein 1 (EC 3.2.1.-)	194	Secreted {ECO:0000305}.	1
Q8N2E2	von Willebrand factor D and EGF domain-containing protein	1590	Secreted {ECO:0000305}.	1
Q8N2E6	Prosalusin (Torsin family 2 member A) (Torsin-2A) [Cleaved into: Salusin-alpha; Salusin-beta]	242	Secreted {ECO:0000269|PubMed:12910263}.	1
Q8N2S1	Latent-transforming growth factor beta-binding protein 4 (LTBP-4)	1624	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:16157329, ECO:0000269|PubMed:9660815}."	1
Q8N302	Angiogenic factor with G patch and FHA domains 1 (Angiogenic factor VG5Q) (hVG5Q) (G patch domain-containing protein 7) (Vasculogenesis gene on 5q protein)	714	"Cytoplasm {ECO:0000269|PubMed:14961121}. Secreted {ECO:0000269|PubMed:14961121}. Note=Cytoplasmic in microvascular endothelial cells. Upon angiogenesis, when endothelial cell tube formation is initiated, it is secreted."	1
Q8N3Z0	Inactive serine protease 35	413	Secreted {ECO:0000305}.	1
Q8N436	Inactive carboxypeptidase-like protein X2	756	Secreted {ECO:0000305}.	1
Q8N475	Follistatin-related protein 5 (Follistatin-like protein 5)	847	Secreted {ECO:0000305}.	1
Q8N4F0	"BPI fold-containing family B member 2 (Bactericidal/permeability-increasing protein-like 1) (BPI-like 1) (Long palate, lung and nasal epithelium carcinoma-associated protein 2) (RYSR)"	458	Secreted {ECO:0000250}.	1
Q8N4T0	Carboxypeptidase A6 (EC 3.4.17.-)	437	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:18178555}."	1
Q8N5I4	Dehydrogenase/reductase SDR family member on chromosome X (EC 1.1.-.-) (DHRSXY) (Short chain dehydrogenase/reductase family 46C member 1) (Short chain dehydrogenase/reductase family 7C member 6)	330	Secreted {ECO:0000269|PubMed:25076851}. Note=Secreted in a non-classical form. A signal peptide sequence at position 1-31 is predicted.	1
Q8N687	"Beta-defensin 125 (Beta-defensin 25) (DEFB-25) (Defensin, beta 125)"	156	Secreted {ECO:0000305}.	1
Q8N6C8	Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e)	439	Secreted {ECO:0000305}.	1
Q8N6G6	ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1)	1762	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:11805097, ECO:0000269|PubMed:17395588, ECO:0000269|PubMed:19671700}."	1
