Entry	Protein names	Length	Subcellular location [CC]	mark
Q8N423	Leukocyte immunoglobulin-like receptor subfamily B member 2 (LIR-2) (Leukocyte immunoglobulin-like receptor 2) (CD85 antigen-like family member D) (Immunoglobulin-like transcript 4) (ILT-4) (Monocyte/macrophage immunoglobulin-like receptor 10) (MIR-10) (CD antigen CD85d)	598	Cell membrane {ECO:0000269|PubMed:20448110}; Single-pass type I membrane protein.	1
P43003	Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	542	"Cell membrane {ECO:0000269|PubMed:20477940, ECO:0000269|PubMed:26690923, ECO:0000269|PubMed:28032905, ECO:0000269|PubMed:7521911, ECO:0000269|PubMed:8123008}; Multi-pass membrane protein {ECO:0000269|PubMed:28424515}."	1
Q7Z6M3	Allergin-1 (Allergy inhibitory receptor 1) (Mast cell antigen 32) (MCA-32) (Mast cell immunoglobulin-like receptor 1)	343	Cell membrane {ECO:0000269|PubMed:20526344}; Single-pass type I membrane protein {ECO:0000269|PubMed:20526344}.	1
Q9Y6J6	Potassium voltage-gated channel subfamily E member 2 (MinK-related peptide 1) (Minimum potassium ion channel-related peptide 1) (Potassium channel subunit beta MiRP1)	123	Cell membrane {ECO:0000269|PubMed:20533308}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P63161}. Note=Colocalizes with KCNB1 at the plasma membrane. {ECO:0000250|UniProtKB:P63161}.	1
O75762	Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (Wasabi receptor)	1119	"Cell membrane {ECO:0000269|PubMed:20547126, ECO:0000269|PubMed:21873995, ECO:0000269|PubMed:25389312, ECO:0000269|PubMed:25855297}; Multi-pass membrane protein {ECO:0000305}."	1
P04001	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP)	364	Cell membrane {ECO:0000269|PubMed:20579627}; Multi-pass membrane protein {ECO:0000255}.	1
Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation (Platelet receptor Gi24) (Stress-induced secreted protein-1) (Sisp-1) (V-set domain-containing immunoregulatory receptor) (V-set immunoregulatory receptor)	311	"Cell membrane {ECO:0000269|PubMed:20666777, ECO:0000269|PubMed:24691993}; Single-pass type I membrane protein {ECO:0000255}."	1
Q14254	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)	428	"Cell membrane {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Membrane, caveola {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Endosome {ECO:0000269|PubMed:20682791}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Membrane-associated protein of caveolae."	1
Q12791	"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)"	1236	"Cell membrane {ECO:0000269|PubMed:20693285, ECO:0000269|PubMed:22399288}; Multi-pass membrane protein {ECO:0000269|PubMed:20693285, ECO:0000269|PubMed:22399288}."	1
Q96NR3	Patched domain-containing protein 1	888	Cell membrane {ECO:0000269|PubMed:20844286}; Multi-pass membrane protein {ECO:0000269|PubMed:20844286}.	1
Q92854	Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100)	862	"Cell membrane {ECO:0000269|PubMed:20877282, ECO:0000269|PubMed:8876214}; Single-pass type I membrane protein {ECO:0000255}."	1
P26717	NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c)	231	"Cell membrane {ECO:0000269|PubMed:20952657, ECO:0000269|PubMed:21825173}; Single-pass type II membrane protein {ECO:0000255}."	1
Q13241	Natural killer cells antigen CD94 (KP43) (Killer cell lectin-like receptor subfamily D member 1) (NK cell receptor) (CD antigen CD94)	179	"Cell membrane {ECO:0000269|PubMed:20952657, ECO:0000269|PubMed:9485206}; Single-pass type II membrane protein {ECO:0000255}."	1
Q3MIR4	Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B)	351	Cell membrane {ECO:0000269|PubMed:20961850}; Multi-pass membrane protein {ECO:0000269|PubMed:20961850}.	1
Q6PEY1	Transmembrane protein 88	159	Cell membrane {ECO:0000269|PubMed:21044957}; Multi-pass membrane protein {ECO:0000269|PubMed:21044957}.	1
Q02487	Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III)	901	"Cell membrane {ECO:0000269|PubMed:21062920}; Single-pass type I membrane protein {ECO:0000269|PubMed:21062920}. Cell junction, desmosome {ECO:0000269|PubMed:21062920}."	1
O00481	Butyrophilin subfamily 3 member A1 (CD antigen CD277)	513	"Cell membrane {ECO:0000269|PubMed:21113407, ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}; Single-pass type I membrane protein {ECO:0000269|PubMed:21113407, ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}."	1
P43005	Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)	524	"Cell membrane {ECO:0000269|PubMed:21123949, ECO:0000269|PubMed:26690923, ECO:0000269|PubMed:7521911, ECO:0000269|PubMed:7914198, ECO:0000269|PubMed:8857541}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P43003}. Apical cell membrane {ECO:0000269|PubMed:21123949}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P43003}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:P51906}. Early endosome membrane {ECO:0000250|UniProtKB:P51906}. Late endosome membrane {ECO:0000250|UniProtKB:P51906}. Recycling endosome membrane {ECO:0000250|UniProtKB:P51906}."	1
P05107	"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)"	769	"Cell membrane {ECO:0000269|PubMed:21193407, ECO:0000269|PubMed:28807980}; Single-pass type I membrane protein {ECO:0000305}. Membrane raft {ECO:0000269|PubMed:21193407}; Single-pass type I membrane protein {ECO:0000305}."	1
P11215	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)	1152	Cell membrane {ECO:0000269|PubMed:21193407}; Single-pass type I membrane protein {ECO:0000305}. Membrane raft {ECO:0000269|PubMed:21193407}; Single-pass type I membrane protein {ECO:0000305}.	1
O60242	Adhesion G protein-coupled receptor B3 (Brain-specific angiogenesis inhibitor 3)	1522	"Cell membrane {ECO:0000269|PubMed:21262840, ECO:0000269|PubMed:22333914}; Multi-pass membrane protein {ECO:0000255}."	1
P58418	Clarin-1 (Usher syndrome type-3 protein)	232	Cell membrane {ECO:0000269|PubMed:21310491}; Multi-pass membrane protein {ECO:0000255}.	1
P23634	Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4)	1241	"Cell membrane {ECO:0000269|PubMed:2137451}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium, flagellum membrane {ECO:0000250|UniProtKB:Q6Q477}; Multi-pass membrane protein {ECO:0000255}."	1
Q9H665	IGF-like family receptor 1 (Transmembrane protein 149) (U2 small nuclear RNA auxiliary factor 1-like 4)	355	Cell membrane {ECO:0000269|PubMed:21454693}; Single-pass type I membrane protein {ECO:0000269|PubMed:21454693}.	1
Q9NY25	C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1)	188	Cell membrane {ECO:0000269|PubMed:21566123}; Single-pass type II membrane protein {ECO:0000269|PubMed:21566123}.	1
B7U540	"Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)"	433	Cell membrane {ECO:0000269|PubMed:21665951}; Multi-pass membrane protein {ECO:0000255}.	1
Q9BXB1	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	951	"Cell membrane {ECO:0000269|PubMed:21693646, ECO:0000269|PubMed:22815884}; Multi-pass membrane protein {ECO:0000269|PubMed:21693646, ECO:0000269|PubMed:22815884}."	1
P35367	Histamine H1 receptor (H1R) (HH1R)	487	Cell membrane {ECO:0000269|PubMed:21697825}; Multi-pass membrane protein {ECO:0000269|PubMed:21697825}.	1
O00270	"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31) (GPR31/12-HETER)"	319	"Cell membrane {ECO:0000269|PubMed:21712392, ECO:0000269|PubMed:28619714, ECO:0000269|PubMed:31119277}; Multi-pass membrane protein {ECO:0000255}."	1
Q6ZSM3	Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12)	516	"Cell membrane {ECO:0000269|PubMed:21778275, ECO:0000269|PubMed:23578822}; Multi-pass membrane protein {ECO:0000255}."	1
Q01453	Peripheral myelin protein 22 (PMP-22) (Growth arrest-specific protein 3) (GAS-3)	160	Cell membrane {ECO:0000269|PubMed:21827951}; Multi-pass membrane protein {ECO:0000269|PubMed:21827951}.	1
Q96IZ2	Androgen-dependent TFPI-regulating protein (Fatty acid esters of hydroxy fatty acids hydrolase ADTRP) (FAHFA hydrolase ADTRP) (EC 3.1.-.-)	230	"Cell membrane {ECO:0000269|PubMed:21868574, ECO:0000269|PubMed:27018888}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalized with TFPI and CAV1 in lipid rafts. {ECO:0000269|PubMed:21868574}."	1
P78410	Butyrophilin subfamily 3 member A2	334	"Cell membrane {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}; Single-pass type I membrane protein {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}."	1
O00478	Butyrophilin subfamily 3 member A3	584	"Cell membrane {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}; Single-pass type I membrane protein {ECO:0000269|PubMed:21918970, ECO:0000269|PubMed:22767497}."	1
Q9HBL7	Plasminogen receptor (KT) (Plg-R(KT))	147	Cell membrane {ECO:0000269|PubMed:21940822}; Multi-pass membrane protein {ECO:0000269|PubMed:21940822}. Note=Colocalizes on the cell surface with urokinase plasminogen activator surface receptor/PLAUR. {ECO:0000250}.	1
Q96CW9	Netrin-G2 (Laminet-2)	530	"Cell membrane {ECO:0000269|PubMed:21946559, ECO:0000269|PubMed:31668703}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:21946559}; Extracellular side {ECO:0000269|PubMed:21946559, ECO:0000269|PubMed:31668703}."	1
Q9Y2I2	Netrin-G1 (Laminet-1)	539	"Cell membrane {ECO:0000269|PubMed:21946559}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:21946559}; Extracellular side {ECO:0000269|PubMed:21946559}."	1
O00337	Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1)	649	Cell membrane {ECO:0000269|PubMed:21998139}; Multi-pass membrane protein {ECO:0000269|PubMed:21998139}.	1
P55017	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	1021	Cell membrane {ECO:0000269|PubMed:22009145}; Multi-pass membrane protein.	1
Q2M3C6	Transmembrane protein 266 (hTMEM266) (HV1-related protein 1) (HsHVRP1)	531	"Cell membrane {ECO:0000269|PubMed:22020278, ECO:0000269|PubMed:25165868}; Multi-pass membrane protein {ECO:0000255}. Cell projection, dendrite {ECO:0000269|PubMed:25165868}. Perikaryon {ECO:0000269|PubMed:25165868}. Note=Present in the dendrites and soma of cerebellar granule neurons, but not in their axon. {ECO:0000269|PubMed:25165868}."	1
Q6QNK2	Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25)	874	"Cell membrane {ECO:0000269|PubMed:22025619, ECO:0000269|PubMed:25533341}; Multi-pass membrane protein {ECO:0000255}."	1
P31997	Carcinoembryonic antigen-related cell adhesion molecule 8 (CD67 antigen) (Carcinoembryonic antigen CGM6) (Non-specific cross-reacting antigen NCA-95) (CD antigen CD66b)	349	"Cell membrane {ECO:0000269|PubMed:2208113}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:2208113}. Cell surface {ECO:0000269|PubMed:8776764}."	1
Q8N7J2	APC membrane recruitment protein 2 (Amer2) (Protein FAM123A)	671	"Cell membrane {ECO:0000269|PubMed:22128170}; Peripheral membrane protein {ECO:0000269|PubMed:22128170}. Note=Translocates to the cell membrane following binding to PtdIns(4,5)P2."	1
P41143	Delta-type opioid receptor (D-OR-1) (DOR-1)	372	"Cell membrane {ECO:0000269|PubMed:22184124, ECO:0000269|PubMed:7808419, ECO:0000269|PubMed:8201839}; Multi-pass membrane protein {ECO:0000269|PubMed:22184124, ECO:0000269|PubMed:7808419, ECO:0000269|PubMed:8201839}."	1
A0PJK1	Sodium/glucose cotransporter 5 (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	596	Cell membrane {ECO:0000269|PubMed:22212718}; Multi-pass membrane protein {ECO:0000269|PubMed:22212718}.	1
P08172	Muscarinic acetylcholine receptor M2	466	"Cell membrane {ECO:0000269|PubMed:22278061, ECO:0000269|PubMed:24256733, ECO:0000269|PubMed:3443095}; Multi-pass membrane protein {ECO:0000269|PubMed:22278061, ECO:0000269|PubMed:24256733}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Phosphorylation in response to agonist binding promotes receptor internalization. {ECO:0000250|UniProtKB:P06199}."	1
Q9NYG8	Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK) (Two pore potassium channel KT4.1) (Two pore K(+) channel KT4.1)	393	"Cell membrane {ECO:0000269|PubMed:22282805, ECO:0000269|PubMed:23341632, ECO:0000269|PubMed:25471887, ECO:0000269|PubMed:25500157}; Multi-pass membrane protein {ECO:0000269|PubMed:22282805, ECO:0000269|PubMed:23341632, ECO:0000269|PubMed:25471887, ECO:0000269|PubMed:25500157}."	1
Q6UXZ3	CMRF35-like molecule 5 (CLM-5) (CD300 antigen-like family member D) (CMRF35-A4) (CD antigen CD300d)	194	Cell membrane {ECO:0000269|PubMed:22291008}; Single-pass type I membrane protein {ECO:0000269|PubMed:22291008}. Note=Cell surface localization requires the ITAM-bearing Fc receptor FCER1G to overcome ER retention.	1
Q86YJ7	Ankyrin repeat domain-containing protein 13B	626	Cell membrane {ECO:0000269|PubMed:22298428}. Late endosome {ECO:0000269|PubMed:22298428}. Early endosome {ECO:0000269|PubMed:22298428}. Note=Interaction with EGFR may enhance association with the cell membrane.	1
Q8IZ07	Ankyrin repeat domain-containing protein 13A (Protein KE03)	590	Cell membrane {ECO:0000269|PubMed:22298428}. Late endosome {ECO:0000269|PubMed:22298428}. Note=Interaction with EGFR may enhance association with the cell membrane.	1
Q6ZTN6	Ankyrin repeat domain-containing protein 13D	518	Cell membrane {ECO:0000269|PubMed:22298428}. Late endosome {ECO:0000269|PubMed:22298428}. Note=Interaction with EGFR may enhance association with the cell membrane.	1
Q9UHX3	Adhesion G protein-coupled receptor E2 (EGF-like module receptor 2) (EGF-like module-containing mucin-like hormone receptor-like 2) (CD antigen CD312)	823	"Cell membrane {ECO:0000269|PubMed:22310662, ECO:0000269|PubMed:26841242}; Multi-pass membrane protein. Cell projection, ruffle membrane {ECO:0000269|PubMed:17928360}; Multi-pass membrane protein. Note=Localized at the leading edge of migrating cells. {ECO:0000269|PubMed:17928360}."	1
P23229	Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]	1130	Cell membrane {ECO:0000269|PubMed:22314500}; Single-pass type I membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:22314500}; Lipid-anchor {ECO:0000269|PubMed:22314500}.	1
Q8N5I2	Arrestin domain-containing protein 1 (Alpha-arrestin 1)	433	"Cell membrane {ECO:0000269|PubMed:22315426, ECO:0000269|PubMed:27462458}. Note=Also found in extracellular vesicles different from exosomes. {ECO:0000269|PubMed:22315426, ECO:0000269|PubMed:27462458}."	1
Q8N4T4	Rho guanine nucleotide exchange factor 39	335	Cell membrane {ECO:0000269|PubMed:22327280}.	1
Q6P4Q7	Metal transporter CNNM4 (Ancient conserved domain-containing protein 4) (Cyclin-M4)	775	Cell membrane {ECO:0000269|PubMed:22399287}; Multi-pass membrane protein {ECO:0000269|PubMed:22399287}.	1
Q96BF3	Transmembrane and immunoglobulin domain-containing protein 2 (CD28 homolog) (Immunoglobulin and proline-rich receptor 1) (IGPR-1)	282	Cell membrane {ECO:0000269|PubMed:22419821}; Single-pass type I membrane protein {ECO:0000269|PubMed:22419821}.	1
Q13061	Triadin	729	"Cell membrane {ECO:0000269|PubMed:22422768}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:22422768, ECO:0000269|PubMed:24325401}; Single-pass type II membrane protein {ECO:0000269|PubMed:22422768, ECO:0000269|PubMed:24325401}."	1
Q86Y34	Adhesion G protein-coupled receptor G3 (G-protein coupled receptor 97) (G-protein coupled receptor PGR26)	549	Cell membrane {ECO:0000269|PubMed:22575658}; Multi-pass membrane protein {ECO:0000255}.	1
Q9ULT6	E3 ubiquitin-protein ligase ZNRF3 (EC 2.3.2.27) (RING finger protein 203) (RING-type E3 ubiquitin transferase ZNRF3) (Zinc/RING finger protein 3)	936	Cell membrane {ECO:0000269|PubMed:22575959}; Single-pass type I membrane protein {ECO:0000255}.	1
Q9HBX8	Leucine-rich repeat-containing G-protein coupled receptor 6	967	Cell membrane {ECO:0000269|PubMed:22615920}; Multi-pass membrane protein {ECO:0000269|PubMed:22615920}.	1
Q9HBJ8	Collectrin (Transmembrane protein 27)	222	Cell membrane {ECO:0000269|PubMed:22628310}; Single-pass type I membrane protein {ECO:0000255}. Note=Localizes to the brush border membranes of cells in the proximal tubules of kidney (By similarity). Colocalizes with SLC6A19 in the early proximal S1 tubule (By similarity). {ECO:0000250|UniProtKB:Q9ESG4}.	1
Q13324	Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)	411	Cell membrane {ECO:0000269|PubMed:22689579}; Multi-pass membrane protein {ECO:0000269|PubMed:22689579}.	1
P16070	CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)	742	"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}."	1
A6NFA1	"Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)"	517	Cell membrane {ECO:0000269|PubMed:22726442}; Single-pass type I membrane protein {ECO:0000269|PubMed:22726442}.	1
Q86V40	Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A)	505	Cell membrane {ECO:0000269|PubMed:22726442}; Single-pass type I membrane protein {ECO:0000269|PubMed:22726442}.	1
Q9NSD5	Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)	602	Cell membrane {ECO:0000269|PubMed:22932902}; Multi-pass membrane protein {ECO:0000269|PubMed:22932902}.	1
Q32M45	Anoctamin-4 (Transmembrane protein 16D)	955	Cell membrane {ECO:0000269|PubMed:22946059}; Multi-pass membrane protein {ECO:0000269|PubMed:22946059}. Note=Shows an intracellular localization. {ECO:0000250|UniProtKB:Q8C5H1}.	1
Q9H3S1	Semaphorin-4A (Semaphorin-B) (Sema B)	761	Cell membrane {ECO:0000269|PubMed:22956603}; Single-pass type I membrane protein {ECO:0000255}.	1
P08908	5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A)	422	"Cell membrane {ECO:0000269|PubMed:22957663, ECO:0000269|PubMed:3041227, ECO:0000269|PubMed:3138543, ECO:0000269|PubMed:8393041}; Multi-pass membrane protein {ECO:0000269|PubMed:22957663, ECO:0000269|PubMed:3041227, ECO:0000269|PubMed:3138543, ECO:0000269|PubMed:8393041}. Cell projection, dendrite {ECO:0000250|UniProtKB:P19327}."	1
Q9Y6X5	Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)	453	Cell membrane {ECO:0000269|PubMed:22995898}; Single-pass type I membrane protein {ECO:0000269|PubMed:22995898}.	1
P08913	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	465	Cell membrane {ECO:0000269|PubMed:23105096}; Multi-pass membrane protein {ECO:0000269|PubMed:23105096}.	1
P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)	381	Cell membrane {ECO:0000269|PubMed:23115245}.	1
P31321	cAMP-dependent protein kinase type I-beta regulatory subunit	381	Cell membrane {ECO:0000269|PubMed:23115245}.	1
P30301	Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26)	263	"Cell membrane {ECO:0000269|PubMed:23116563, ECO:0000269|PubMed:24120416, ECO:0000269|PubMed:25946197, ECO:0000269|PubMed:30790544}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q6J8I9}. Cell junction, gap junction {ECO:0000269|PubMed:24120416}."	1
Q9UGT4	Sushi domain-containing protein 2	822	"Cell membrane {ECO:0000269|PubMed:23131994, ECO:0000269|PubMed:25351403}; Single-pass type I membrane protein {ECO:0000305}. Note=SUSD2 and LGALS1 co-localized in very specific, punctate regions along the cell membrane of breast cancer cells. {ECO:0000269|PubMed:23131994}."	1
Q6TCH4	Membrane progestin receptor delta (mPR delta) (Membrane progesterone P4 receptor delta) (Membrane progesterone receptor delta) (Progesterone and adipoQ receptor family member 6) (Progestin and adipoQ receptor family member 6)	344	Cell membrane {ECO:0000269|PubMed:23161870}; Multi-pass membrane protein {ECO:0000255}.	1
Q6ZVX9	Membrane progestin receptor epsilon (mPR epsilon) (Membrane progesterone P4 receptor epsilon) (Membrane progesterone receptor epsilon) (Progesterone and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member IX)	377	Cell membrane {ECO:0000269|PubMed:23161870}; Multi-pass membrane protein {ECO:0000255}.	1
O14649	Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1)	394	Cell membrane {ECO:0000269|PubMed:23169818}; Multi-pass membrane protein {ECO:0000305}.	1
P29972	Aquaporin-1 (AQP-1) (Aquaporin-CHIP) (Urine water channel) (Water channel protein for red blood cells and kidney proximal tubule)	269	Cell membrane {ECO:0000269|PubMed:23219802}; Multi-pass membrane protein {ECO:0000269|PubMed:23219802}.	1
Q13336	"Urea transporter 1 (Solute carrier family 14 member 1) (Urea transporter, erythrocyte)"	389	Cell membrane {ECO:0000269|PubMed:23219802}; Multi-pass membrane protein {ECO:0000269|PubMed:23219802}. Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Restricted to the basolateral membrane in various portions of the urothelium. {ECO:0000250}.	1
P30518	Vasopressin V2 receptor (V2R) (AVPR V2) (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor)	371	Cell membrane {ECO:0000269|PubMed:23236378}; Multi-pass membrane protein {ECO:0000305}.	1
Q9Y210	Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)	931	"Cell membrane {ECO:0000269|PubMed:23291369, ECO:0000269|PubMed:26892346}; Multi-pass membrane protein {ECO:0000305}."	1
Q9UBL9	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)	471	Cell membrane {ECO:0000269|PubMed:23345450}; Multi-pass membrane protein {ECO:0000269|PubMed:23345450}. Note=Localizes to the apical membranes of hair cells in the organ of Corti.	1
O14804	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (hTaar5) (Putative neurotransmitter receptor)	337	Cell membrane {ECO:0000269|PubMed:23393561}; Multi-pass membrane protein {ECO:0000269|PubMed:23393561}.	1
Q9H255	Olfactory receptor 51E2 (HPRAJ) (Olfactory receptor OR11-16) (Prostate-specific G-protein coupled receptor)	320	"Cell membrane {ECO:0000269|PubMed:23401498, ECO:0000269|PubMed:27226631, ECO:0000269|PubMed:29249973}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:27226631}; Multi-pass membrane protein {ECO:0000255}."	1
Q9H5Y7	SLIT and NTRK-like protein 6	841	"Cell membrane {ECO:0000269|PubMed:23543054, ECO:0000269|PubMed:23946138}; Single-pass type I membrane protein {ECO:0000269|PubMed:23543054, ECO:0000269|PubMed:23946138}."	1
P36021	Monocarboxylate transporter 8 (MCT 8) (Monocarboxylate transporter 7) (MCT 7) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter)	539	"Cell membrane {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620, ECO:0000269|PubMed:26426690}; Multi-pass membrane protein {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620}."	1
Q8IZP1	TBC1 domain family member 3 (Prostate cancer gene 17 protein) (Protein TRE17-alpha) (Rab GTPase-activating protein PRC17)	549	Cell membrane {ECO:0000269|PubMed:23578663}; Lipid-anchor {ECO:0000269|PubMed:23578663}. Note=Associated with lipid rafts.	1
Q96EP9	Sodium/bile acid cotransporter 4 (Na(+)/bile acid cotransporter 4) (Solute carrier family 10 member 4)	437	Cell membrane {ECO:0000269|PubMed:23589386}; Multi-pass membrane protein {ECO:0000269|PubMed:23589386}.	1
O60896	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)	148	Cell membrane {ECO:0000269|PubMed:23674134}; Single-pass type I membrane protein {ECO:0000269|PubMed:23674134}. Membrane {ECO:0000269|PubMed:23674134}; Single-pass type I membrane protein {ECO:0000269|PubMed:23674134}. Note=Moves from intracellular puncta to the plasma membrane in a RAMP3-dependent manner.	1
